Satellite Name,ADM,ORG,Long_nom,Date of bringing into use,Status,Expiry Date for Bringing Into Use,Provision,
USASAT-55V,USA,,169,12.06.2017,C,,11.2,
USASAT-55W,USA,,-79,27.05.2015,C,,11.2,
USASAT-55Y,USA,,-76,30.10.2017,C,,11.2,
USASAT-60A,USA,,172,15.02.2006,C,,11.2,
USASAT-60B,USA,,166,01.02.2005,C,,11.2,
USASAT-60C,USA,,68.5,03.08.1995,C,,11.2,
USASAT-60E,USA,,-91,21.09.2011,C,,11.2,
USASAT-60F,USA,,-95,21.09.2011,C,,11.2,
USASAT-60G,USA,,-99,21.09.2011,C,,11.2,
USASAT-60H,USA,,-123,21.09.2011,C,,11.2,
USASAT-60I,USA,,-45,20.02.2001,C,,11.2,
USASAT-60J,USA,,169,08.07.1994,C,,11.2,
USASAT-60N,USA,,33,01.01.2009,C,,11.2,
USASAT-60P,USA,,-31.5,17.11.2016,C,,11.2,
USASAT-60Q,USA,,157,25.07.2018,C,,11.2,
USASAT-60R,USA,,72,09.09.2018,C,,11.2,
USASAT-60S,USA,,-43,22.07.2019,C,,11.2,
USASAT-60T,USA,,-45,22.07.2019,C,,11.2,
USASAT-60U,USA,,-95,18.03.2020,C,,11.2,
USASAT-60V,USA,,169,14.08.2022,C,,11.2,
USASAT-66D,USA,,-15,01.01.2016,C,,11.2,
USASAT-70O,USA,,-95,01.09.2007,C,,11.2,
USASAT-70V,USA,,-99.2,01.10.2011,C,,11.2,
USASAT-70W,USA,,-102.8,01.10.2011,C,,11.2,
USASAT-71N,USA,,68.5,30.07.2019,C,,11.2,
USASAT-76E,USA,,-95.2,28.06.2024,N,28.06.2024,11.2,
USASAT-76E,USA,,-95.2,10.04.2026,N,10.04.2026,11.2,
USASAT-7D,USA,,-101,30.04.1991,C,,11.2,
USASAT-80A,USA,,-50,01.05.2020,C,,11.2,
USASAT-80B,USA,,60,09.05.2022,C,,11.2,
USASAT-9A,USA,,-91,31.08.1984,C,,11.2,
USASAT-9C,USA,,-85,27.11.1985,C,,11.2,
USASAT-NGSO-3G,USA,,N-GSO,19.11.2022,N,28.06.2024,11.2,
USASAT-NGSO-3H,USA,,N-GSO,19.11.2022,N,28.06.2024,11.2,
USASAT-NGSO-3I,USA,,N-GSO,19.11.2022,N,28.06.2024,11.2,
USASAT-NGSO-3J,USA,,N-GSO,19.11.2022,N,04.10.2024,11.2,
USASAT-NGSO-3K,USA,,N-GSO,19.11.2022,N,04.10.2024,11.2,
USASAT-NGSO-3L,USA,,N-GSO,19.11.2022,N,04.10.2024,11.2,
USASAT-NGSO-4D,USA,,N-GSO,22.11.2022,N,29.01.2025,11.2,
USASAT-NGSO-5,USA,,N-GSO,18.11.2022,N,22.06.2024,11.2,
USASAT-NGSO-7,USA,,N-GSO,11.05.2020,C,,11.2,
USAT-67W,G,,-67,10.05.2017,C,,5.1.2/5.1.6,
USAT-S3 MOD-C,G,,-86.5,27.02.2014,C,,5.1.2/5.1.6,
USAT-S3 MOD-D,G,,-86.5,07.08.2014,C,,5.1.2/5.1.6,
USCLOUDSAT,USA,,N-GSO,28.04.2006,C,,11.2,
USCP,USA,,N-GSO,15.10.2009,C,,11.2,
USCSID-A1,USA,,0,01.10.1994,C,,11.2,
USCSID-A2,USA,,44,01.10.1994,C,,11.2,
USCSID-A3,USA,,75,01.10.1994,C,,11.2,
USCSID-A4,USA,,82,01.10.1994,C,,11.2,
USCSID-A5,USA,,92,01.10.1994,C,,11.2,
USCSID-A6,USA,,110,01.10.1994,C,,11.2,
USCSID-E1,USA,,-10,01.10.1994,C,,11.2,
USCSID-E2,USA,,-13,01.10.1994,C,,11.2,
USCSID-E3,USA,,-24,01.10.1994,C,,11.2,
USCSID-E4,USA,,-30,01.10.1994,C,,11.2,
USCSID-P,USA,,N-GSO,01.10.1994,C,,11.2,
USCSID-W1,USA,,-141,01.10.1994,C,,11.2,
USCSID-W2,USA,,-144,01.10.1994,C,,11.2,
USDKH2,USA,,-30.4,23.01.2005,C,,11.2,
USEWSG-1,USA,,61.5,17.02.2020,C,,11.2,
USGAE-1,USA,,-90,15.07.2003,C,,11.2,
USGAE-10R,USA,,-150,28.03.2007,C,,11.2,
USGAE-12M,USA,,111,01.11.2015,C,,11.2,
USGAE-16R,USA,,30,22.12.2006,C,,11.2,
USGAE-17R,USA,,-39,15.11.2006,C,,11.2,
USGAE-18A,USA,,-155,05.09.2021,C,,11.2,
USGAE-2,USA,,4,15.07.2002,C,,11.2,
USGAE-23M,USA,,19,01.11.2015,C,,11.2,
USGAE-25A,USA,,-124.2,22.04.2021,C,,11.2,
USGAE-26A,USA,,-94.2,20.02.2019,C,,11.2,
USGAE-28A,USA,,137.7,15.02.2020,C,,11.2,
USGAE-4,USA,,177.5,31.08.2001,C,,11.2,
USGAE-5A,USA,,55,22.07.2020,C,,11.2,
USGAE-6M,USA,,-120,01.11.2015,C,,11.2,
USGAE-7M,USA,,-68,23.11.2014,C,,11.2,
USGAE-9R,USA,,152,19.04.2007,C,,11.2,
USGCSS PH3 E PAC-2,USA,,-130,18.11.1989,C,,11.2,
USGCSS PH3 INDOC,USA,,60,22.01.1994,C,,11.2,
USGCSS PH3 INDOC-2,USA,,57,31.03.1994,C,,11.2,
USGCSS PH3 INDOC-2,USA,,57,06.01.1996,C,,11.2,
USGCSS PH3 MID-ATL,USA,,-42.5,01.11.1992,C,,11.2,
USGCSS PH3 W PAC,USA,,175,19.09.1992,C,,11.2,
USGCSS PH3 W PAC,USA,,175,31.12.1993,C,,11.2,
USGCSS PH3 W PAC-2,USA,,180,04.08.1994,C,,11.2,
USGCSS PH3B ATL,USA,,-12,01.09.1992,C,,11.2,
USGCSS PH3B E PAC,USA,,-135,01.07.1992,C,,11.2,
USGCSS PH3B E PAC,USA,,-135,11.07.1992,C,,11.2,
USGCSS PH3B E PAC-2,USA,,-130,23.07.1997,C,,11.2,
USGCSS PH3B E PAC-2,USA,,-130,22.07.2000,C,,11.2,
USGCSS PH3B INDOC,USA,,60,06.01.1996,C,,11.2,
USGCSS PH3B INDOC,USA,,60,01.06.1996,C,,11.2,
USGCSS PH3B INDOC-2,USA,,57,01.06.1996,C,,11.2,
USGCSS PH3B MID-ATL,USA,,-42.5,06.01.1996,C,,11.2,
USGCSS PH3B MID-ATL,USA,,-42.5,01.06.1996,C,,11.2,
USGCSS PH3B W ATL,USA,,-52.5,31.03.1994,C,,11.2,
USGCSS PH3B W PAC,USA,,175,30.11.1993,C,,11.2,
USGCSS PH3B W PAC-2,USA,,180,01.06.1996,C,,11.2,
USGCSS PH3B W PAC-2,USA,,180,22.07.1997,C,,11.2,
USGCSS PH3B W PAC-3,USA,,150,01.03.1996,C,,11.2,
USGCSS PH3B W PAC-3,USA,,150,01.06.1996,C,,11.2,
USGGR-11,USA,,110,01.01.2002,C,,11.2,
USGGR-3,USA,,-30,01.01.2002,C,,11.2,
USGGR-4,USA,,44,01.01.2002,C,,11.2,
USGGR-8,USA,,82,01.01.2002,C,,11.2,
USGGR-HEO,USA,,N-GSO,01.01.2002,C,,11.2,
USGGR-LEO,USA,,N-GSO,01.01.2002,C,,11.2,
USGON-1,USA,,70,01.01.1989,C,,11.2,
USGON-2,USA,,8.5,01.01.1989,C,,11.2,
USGON-3,USA,,103,01.01.1989,C,,11.2,
USGON-4,USA,,-165,01.01.1989,C,,11.2,
USGON-5,USA,,-38,01.01.1989,C,,11.2,
USGON-6,USA,,145,01.01.1989,C,,11.2,
USGON-7,USA,,-145,01.01.1989,C,,11.2,
USGOVSAT-10,USA,,60,17.08.2009,C,,11.2,
USGOVSAT-11R,USA,,150,12.01.2016,C,,11.2,
USGOVSAT-12,USA,,175,11.04.2008,C,,11.2,
USGOVSAT-13R,USA,,-121.9,04.03.2017,C,,11.2,
USGOVSAT-16R,USA,,24,24.03.2017,C,,11.2,
USGOVSAT-18A,USA,,78.5,06.08.2022,C,,11.2,
USGOVSAT-19A,USA,,86,15.04.2022,C,,11.2,
USGOVSAT-1R,USA,,180,07.10.2016,C,,11.2,
USGOVSAT-20R,USA,,134,26.05.2016,C,,11.2,
USGOVSAT-3R,USA,,-135,14.10.2014,C,,11.2,
USGOVSAT-5A,USA,,-112,05.11.2018,C,,11.2,
USGOVSAT-5R,USA,,-112,03.01.2017,C,,11.2,
USGOVSAT-6R,USA,,-52.5,14.08.2014,C,,11.2,
USGOVSAT-8,USA,,-12,25.06.2010,C,,11.2,
USGOVSAT-9A,USA,,57,26.10.2017,C,,11.2,
USKL,USA,,N-GSO,04.07.2005,C,,11.2,
USKL-A,USA,,N-GSO,09.03.2018,C,,11.2,
USKL-A,USA,,N-GSO,09.03.2018,N,20.04.2023,11.2,
USKW,USA,,N-GSO,14.03.2011,C,,11.2,
USLL-ATL,USA,,-10,01.01.1993,C,,11.2,
USLL-ATL2,USA,,-12.5,01.01.1999,C,,11.2,
USLL-ATL3,USA,,-30.4,07.05.2017,C,,11.2,
USLL-HEO,USA,,N-GSO,01.01.1993,C,,11.2,
USLL-LEO,USA,,N-GSO,01.01.1993,C,,11.2,
USLL-PAC,USA,,-144,01.01.1996,C,,11.2,
USLL-PAC2,USA,,-141,01.01.2001,C,,11.2,
USLL-PAC3,USA,,92,20.11.2017,C,,11.2,
USLL-PAC4,USA,,100,17.01.2018,C,,11.2,
USLL-PAC5,USA,,110,28.12.2017,C,,11.2,
USLL-PAC6,USA,,-127,02.03.2018,C,,11.2,
USMB-1,USA,,-61,01.01.1993,C,,11.2,
USMB-10,USA,,75,01.01.1993,C,,11.2,
USMB-10A,USA,,75,27.09.2019,C,,11.2,
USMB-11,USA,,82,01.01.1993,C,,11.2,
USMB-11A,USA,,82,22.07.2019,C,,11.2,
USMB-12,USA,,92,01.01.1993,C,,11.2,
USMB-12A,USA,,92,29.06.2019,C,,11.2,
USMB-13,USA,,106.5,01.01.1993,C,,11.2,
USMB-2,USA,,-30,01.01.1993,C,,11.2,
USMB-3,USA,,-19,01.01.1993,C,,11.2,
USMB-4,USA,,-10,01.01.1993,C,,11.2,
USMB-4A,USA,,-10,20.08.2019,C,,11.2,
USMB-5,USA,,5,01.01.1993,C,,11.2,
USMB-6,USA,,7,01.01.1993,C,,11.2,
USMB-7,USA,,33,01.01.1993,C,,11.2,
USMB-8,USA,,49,01.01.1993,C,,11.2,
USMB-8A,USA,,49,09.07.2019,C,,11.2,
USMB-9,USA,,62,01.01.1993,C,,11.2,
USMSE,USA,,N-GSO,22.04.2021,C,,11.2,
USNN-1,USA,,-65,04.04.2021,C,,11.2,
USNN-3,USA,,-127,18.03.2013,C,,11.2,
USNN-4,USA,,100,27.02.2014,C,,11.2,
USNN-5,USA,,170,09.07.2017,C,,11.2,
USOBO-11B,USA,,139,19.07.2019,C,,11.2,
USOBO-1A,USA,,-159.4,30.12.2017,C,,11.2,
USOBO-2,USA,,-96.8,01.03.2005,C,,11.2,
USOBO-3,USA,,-49.4,01.04.2006,C,,11.2,
USOBO-5A,USA,,20.6,08.09.2017,C,,11.2,
USOBO-6B,USA,,66,17.05.2019,C,,11.2,
USOCEAN,USA,,N-GSO,23.06.2008,C,,11.2,
USPOJOAQUE,USA,,N-GSO,20.08.2015,C,,11.2,
USPOL,USA,,N-GSO,31.10.1997,C,,11.2,
USRSR,USA,,N-GSO,09.12.2015,C,,11.2,
USTRO-1,USA,,N-GSO,15.10.2004,C,,11.2,
USTRO-2,USA,,-144,15.02.2004,C,,11.2,
USTRO-3,USA,,-141,07.06.2005,C,,11.2,
USTRO-4,USA,,-13,10.10.2005,C,,11.2,
USTRO-5,USA,,-10,21.06.2004,C,,11.2,
USTRO-6,USA,,70,31.01.2006,C,,11.2,
USTRO-7,USA,,90,27.05.2006,C,,11.2,
USTRO-8,USA,,103,13.11.2004,C,,11.2,
USTRO-9,USA,,85,16.09.2006,C,,11.2,
USYV,USA,,N-GSO,01.09.2006,C,,11.2,
VALVE,F,,N-GSO,22.11.2022,N,01.03.2024,11.2,
VANGUARD,G,,N-GSO,10.11.2022,N,01.03.2024,11.2,
VENESAT-30B,VEN,,-78,29.10.2008,C,,A30B#8.1,
VENTA-1,LVA,,N-GSO,01.04.2016,C,,11.2,
VENTA-1,LVA,,N-GSO,16.05.2016,C,,11.2,
VENUS,ISR,,N-GSO,02.08.2017,C,,11.2,
VERA,G,,N-GSO,17.10.2019,C,,11.2,
VHR2020,F,,N-GSO,11.05.2021,C,,11.2,
VIDEOSAT-6,F,,-8,09.12.1996,C,,11.2,
VIDEOSAT-6,F,,-8,01.12.2001,C,,11.2,
VIDEOSAT-6,F,,-8,17.05.2003,C,,11.2,
VIDEOSAT-6-KA,F,,-8,18.10.2001,C,,11.2,
VIDEOSAT-6-KA,F,,-8,19.07.2003,C,,11.2,
VIDEOSAT-7,F,,-5,09.12.1996,C,,11.2,
VIDEOSAT-7,F,,-5,01.10.1998,C,,11.2,
VIDEOSAT-7,F,,-5,01.01.2000,C,,11.2,
VIDEOSAT-7,F,,-5,01.12.2001,C,,11.2,
VIDEOSAT-7,F,,-5,17.05.2003,C,,11.2,
VIDEOSAT-7-KA,F,,-5,14.07.2002,C,,11.2,
VIDEOSAT-7-KA,F,,-5,04.06.2005,C,,11.2,
VIDEOSAT-8-KU-C,F,,3,03.06.2005,C,,11.2,
VIDEOSAT-8-KU-C,F,,3,04.06.2005,C,,11.2,
VIETSAT-132,VTN,,131.9,16.05.2012,C,,11.2,
VINASAT-4A2,VTN,,132,22.05.2008,C,,11.2,
VINASAT-4A3,VTN,,132,22.05.2008,C,,11.2,
VINASAT-FSS-131E-III,VTN,,131.8,06.06.2012,C,,A30B#8.1,
VINASAT-TTC,VTN,,132,23.05.2008,C,,11.2,
VISIONCUBE,KOR,,N-GSO,02.10.2025,N,02.10.2025,11.2,
VNREDSAT-1,VTN,,N-GSO,07.05.2013,C,,11.2,
VNSAT-1A3,VTN,,117.5,30.11.2017,C,,11.2,
VOLNA-11,RUS,,35,31.07.1993,C,,11.2,
VOLNA-13,RUS,,-26.5,15.10.1994,C,,11.2,
VOLNA-15,RUS,,8,15.10.1994,C,,11.2,
VOLNA-17,RUS,,23,15.10.1994,C,,11.2,
VOLNA-19,RUS,,70,01.06.1995,C,,11.2,
VOLNA-1A,RUS,,-25,01.03.1995,C,,11.2,
VOLNA-2,RUS,,-14,30.04.1982,C,,11.2,
VOLNA-2,RUS,,-14,31.12.2015,C,,11.2,
VOLNA-21,RUS,,1,01.06.1995,C,,11.2,
VOLNA-23,RUS,,15,01.06.1995,C,,11.2,
VOLNA-25,RUS,,49,01.06.1992,C,,11.2,
VOLNA-27,RUS,,12,01.06.1992,C,,11.2,
VOLNA-3,RUS,,45,31.12.1985,C,,11.2,
VOLNA-3R,RUS,,-11,11.02.2013,C,,11.2,
VOLNA-4,RUS,,53,30.04.1982,C,,11.2,
VOLNA-4R,RUS,,40,25.01.1996,C,,11.2,
VOLNA-5,RUS,,85,31.12.1985,C,,11.2,
VOLNA-5R,RUS,,96.5,11.02.2013,C,,11.2,
VOLNA-6,RUS,,140,30.06.1982,C,,11.2,
VOLNA-6R,RUS,,145,10.07.2000,C,,11.2,
VOLNA-6R,RUS,,145,05.04.2016,C,,11.2,
VOLNA-7,RUS,,-170,31.12.1985,C,,11.2,
VOLNA-8,RUS,,90,31.12.1984,C,,11.2,
VOLNA-8R,RUS,,80,30.04.2000,C,,11.2,
VOLNA-9,RUS,,128,31.07.1993,C,,11.2,
VOYAGER-1,USA,,N-GSO,05.09.1977,C,,11.2,
VOYAGER-2,USA,,N-GSO,20.08.1977,C,,11.2,
VRSS-1,VEN,,N-GSO,29.09.2012,C,,11.2,
VRSS-2,VEN,,N-GSO,09.10.2017,C,,11.2,
VSSRD-2,RUS,,167,20.05.1994,C,,11.2,
VSSRD-2,RUS,,167,20.05.1994,C,,A30B#8.1,
VSSRD-2,RUS,,167,01.10.1994,C,,11.2,
VSSRD-2M,RUS,,167,23.12.2012,C,,11.2,
VSSRD-2M,RUS,,167,25.07.2013,C,,A30B#8.1,
VSSRD-2M,RUS,,167,01.01.2015,C,,11.2,
VSSRD-2M,RUS,,167,14.08.2018,C,,11.2,
VSSRD-2M,RUS,,167,15.10.2022,N,27.11.2022,11.2,
VSSRD-2M,RUS,,167,10.06.2023,N,23.04.2026,11.2,
VZLUSAT-2,CZE,,N-GSO,30.04.2027,N,30.04.2027,11.2,
W-CUBE,FIN,,N-GSO,22.07.2021,C,,11.2,
WFIRST,USA,,N-GSO,01.07.2023,N,20.05.2027,11.2,
WISE,USA,,N-GSO,14.12.2009,C,,11.2,
WSDRN,RUS,,-16,27.06.1986,C,,11.2,
WSDRN,RUS,,-16,27.06.1986,C,,A30B#8.1,
WSDRN,RUS,,-16,01.01.1994,C,,11.2,
WSDRN,RUS,,-16,01.01.1994,C,,A30B#8.1,
WSDRN,RUS,,-16,01.10.1994,C,,11.2,
WSDRN-M,RUS,,-16,12.12.2012,C,,11.2,
WSDRN-M,RUS,,-16,31.07.2013,C,,A30B#8.1,
WSDRN-M,RUS,,-16,01.01.2015,C,,11.2,
WSDRN-M,RUS,,-16,14.08.2018,C,,11.2,
WSDRN-M,RUS,,-16,15.10.2022,N,27.11.2022,11.2,
WSDRN-M,RUS,,-16,10.06.2023,N,19.04.2026,11.2,
WTI-01,CHN,,N-GSO,30.06.2018,C,,11.2,
XI-IV,J,,N-GSO,30.06.2003,C,,11.2,
XI-V,J,,N-GSO,27.10.2005,C,,11.2,
XMM,F,ESA,N-GSO,10.12.1999,C,,11.2,
XTE,USA,,N-GSO,30.12.1995,C,,11.2,
YAHSAT,UAE,,52.5,22.04.2011,C,,11.2,
YAHSAT-63E,UAE,,63,04.05.2014,C,,11.2,
YAHSAT-BSS2-60E,UAE,,60,20.08.2018,C,,5.1.6,
YAHSAT-BSS2-60E,UAE,,60,20.08.2018,C,,5.1.2,
YAHSAT-BSS-33.5E,UAE,,33.5,03.10.2021,C,,5.1.2,
YAHSAT-BSS-33.5E,UAE,,33.5,03.10.2021,C,,5.1.6,
YAHSAT-BSS-33.5E,UAE,,33.5,18.09.2024,N,18.09.2024,5.1.6,
YAHSAT-BSS-52.5E,UAE,,52.5,22.04.2011,C,,5.1.2,
YAHSAT-BSS-52.5E,UAE,,52.5,22.04.2011,C,,5.1.6,
YAHSAT-BSS-63E,UAE,,63,12.03.2016,C,,5.1.2,
YAHSAT-BSS-63E,UAE,,63,12.03.2016,C,,5.1.6,
YAHSAT-FSS2-52.5E,UAE,,52.5,01.06.2021,C,,A30B#8.1,
YAHSAT-FSS-52.5E,UAE,,52.5,22.04.2011,C,,A30B#8.1,
YAHSAT-G5-43W,UAE,,-43,30.03.2017,C,,11.2,
YAHSAT-G6-17.5W,UAE,,-17.5,10.09.2017,C,,11.2,
YAHSAT-G6-63E,UAE,,63,17.02.2016,C,,11.2,
YAHSAT-KA-47.5E,UAE,,47.5,04.06.2014,C,,11.2,
YAHSAT-N-20W,UAE,,-20,27.04.2015,C,,11.2,
YAMAL-183E,RUS,,-177,25.05.2015,C,,11.2,
YAMAL-49E,RUS,,49,03.11.2012,C,,11.2,
YAMAL-55E,RUS,,55,05.08.2015,C,,11.2,
YAMAL-E3,RUS,,81.75,10.12.2005,C,,11.2,
YAMAL-E5-1,RUS,,163.5,18.11.2019,C,,11.2,
YAMAL-FSS-55E,RUS,,55,19.04.2015,C,,A30B#8.1,
YAMAL-FSS-90E,RUS,,90,15.12.2014,C,,A30B#8.1,
YAMAL-KA1M,RUS,,49,25.06.2019,C,,11.2,
YAMAL-PK2,RUS,,55,02.12.2012,C,,A30B#8.1,
YAMAL-PK4,RUS,,90,15.12.2014,C,,A30B#8.1,
ZH-1,CHN,,N-GSO,02.02.2018,C,,11.2,
ZHOBT-1,CHN,,N-GSO,26.04.2018,C,,11.2,
ZIYUAN-3,CHN,,N-GSO,09.01.2012,C,,11.2,
ZIYUAN-3-02,CHN,,N-GSO,30.11.2015,C,,11.2,
ZJ-1,CHN,,N-GSO,18.02.2017,C,,11.2,
ZJ-1,CHN,,N-GSO,28.07.2023,N,28.07.2023,11.2,
ZOHREH-2,IRN,,26,07.06.1995,C,,11.2,
ZOHREH-2,IRN,,26,08.02.2010,C,,11.2,
ZOHREH-2,IRN,,26,14.07.2010,C,,11.2,
ZSSRD-2,RUS,,-16,01.08.1992,C,,A30B#8.1,
ZSSRD-2,RUS,,-16,20.04.1994,C,,11.2,
ZSSRD-2,RUS,,-16,01.10.1994,C,,11.2,
ZW-1,CHN,,N-GSO,25.10.2018,C,,11.2,
